name,position,salary,season
Robbie Hummel, SF,980431,2018
Anderson Varejao, C,980431,2018
Chris Andersen, PF,980431,2018
Robert Sacre, C,980431,2018
Will Bynum, PG,980431,2018
Rade Zagorac, SF,950000,2018
Ivan Rabb, PF,950000,2018
Reggie Williams, SF,895197,2018
DJ Stephens, G,874636,2018
D.J. Kennedy, SG,874636,2018
Casper Ware, G,874636,2018
Nick Johnson, G,874636,2018
Duje Dukan, PF,874636,2018
Grant Jerrett, PF,874636,2018
Branden Dawson, SF,874636,2018
Kevin Murphy, SG,874636,2018
J.J. O'Brien, SF,874636,2018
Keith Benson, PF,874636,2018
Christian Wood, C,874636,2018
Jordan McRae, G,874636,2018
Cliff Alexander, PF,874636,2018
Gerald Green, G,872854,2018
Luke Petrasek, SF,815615,2018
T.J. Williams, PG,815615,2018
Terry Henderson, SG,815615,2018
Dillon Brooks, SF,815615,2018
Dakari Johnson, C,815615,2018
Xavier Rathan-Mayes, SG,815615,2018
Kennedy Meeks, F,815615,2018
Thomas Bryant, C,815615,2018
Erik McCree, F,815615,2018
Royce O'Neale, PF,815615,2018
Rashawn Thomas, PF,815615,2018
Bryce Alford, G,815615,2018
Brandon Paul, G,815615,2018
Matt Jones, SG,815615,2018
Troy Caupain, G,815615,2018
Jawun Evans, G,815615,2018
Peter Jok, SF,815615,2018
James Blackmon Jr., SG,815615,2018
Isaiah Briscoe, G,815615,2018
Sindarius Thornwell, SG,815615,2018
Melo Trimble, G,815615,2018
JeQuan Lewis, PG,815615,2018
Davon Reed, G,815615,2018
V.J. Beachem, SF,815615,2018
LaDontae Henton, SF,815615,2018
Naz Mitrou-Long, G,815615,2018
Cameron Oliver, F,815615,2018
Zhou Qi, C,815615,2018
Daniel Theis, C,815615,2018
Alex Hamilton, SG,815615,2018
Frank Jackson, PG,815615,2018
Brandon Ashley, F,815615,2018
Maxi Kleber, PF,815615,2018
Jaylen Johnson, PF,815615,2018
L.J. Peak, SG,815615,2018
Jordan Mathews, SG,815615,2018
Tyler Cavanaugh, F,679919,2018
Emeka Okafor, C,592030,2018
DeAndre Liggins, G,588120,2018
Rasheed Sulaimon, G,543471,2018
Andrew Andrews, G,543471,2018
Yanick Moreira, C,543471,2018
Brady Heslip, SG,543471,2018
E.J. Singler, SF,543471,2018
Drew Crawford, SG,543471,2018
Isaiah Cousins, G,543471,2018
Kaleb Tarczewski, C,543471,2018
Richard Solomon, F,543471,2018
Nicolas Laprovittola, G,543471,2018
Ryan Richards, PF,543471,2018
Gracin Bakumanya, C,543471,2018
Derek Cooke Jr., PF,543471,2018
Anthony Barber, PG,543471,2018
Maurice Ndour, SF,543471,2018
J.P. Tokoto, SG,543471,2018
Egidijus Mockevicius, PF,543471,2018
Beau Beech, SG,543471,2018
Stefan Jankovic, PF,543471,2018
Julian Jacobs, PG,543471,2018
Zach Auguste, F,543471,2018
Nick Zeisloft, G,543471,2018
Elgin Cook, SF,543471,2018
Scott Wood, SG,543471,2018
Cameron Jones, SG,543471,2018
Nikola Jovanovic, PF,543471,2018
Trey Freeman, PG,543471,2018
Ben Bentil, PF,543471,2018
Jameel Warney, PF,543471,2018
Keith Hornsby, G,543471,2018
D'Vauntes Smith-Rivera, PG,543471,2018
Thomas Walkup, SG,543471,2018
J.J. Avila, PF,543471,2018
Quincy Ford, SG,543471,2018
Jonathan Holmes, PF,543471,2018
Brandan Wright, F,490461,2018
Joe Johnson, G,473835,2018
Toney Douglas, PG,379159,2018
C.J. Williams, G,375000,2018
Derrick Rose, PG,290951,2018
Lamar Patterson, SG,246956,2018
Wade Baldwin IV, G,229892,2018
Larry Sanders, PF,207722,2018
Georgios Papagiannis, C,185397,2018
Shaquille Harrison, SG,175000,2018
Travis Wear, F,148318,2018
Ray McCallum, PG,121112,2018
Manny Harris, PG,115344,2018
Tim Quarterman, G,96406,2018
Aaron Harrison, G,91442,2018
Marquis Teague, G,74186,2018
Mike Tobey, C,67135,2018
MarShon Brooks, G,60283,2018
Jordan Crawford, G,58190,2018
Justin Harper, PF,57672,2018
Alonzo Gee, SF,57672,2018
Nigel Hayes, F,55296,2018
David Stockton, G,44495,2018
Jonathan Gibson, G,44495,2018
Pierre Jackson, PG,31969,2018
Andre Ingram, G,13824,2018
Aaron Jackson, F,4608,2018
Amile Jefferson, F,4608,2018
Stephen Curry, PG,37457154,2019
Chris Paul, PG,35654150,2019
Russell Westbrook, PG,35654150,2019
LeBron James, SF,35654150,2019
Blake Griffin, PF,32088932,2019
Gordon Hayward, SF,31214295,2019
Kyle Lowry, PG,31200000,2019
Paul George, SG,30560700,2019
Mike Conley, PG,30521115,2019
James Harden, SG,30421854,2019
Kevin Durant, PF,30000000,2019
Paul Millsap, PF,29230769,2019
Al Horford, C,28928709,2019
Damian Lillard, PG,27977689,2019
DeMar DeRozan, SF,27739975,2019
Otto Porter Jr., SF,26011913,2019
Jrue Holiday, PG,25976111,2019
CJ McCollum, SG,25759766,2019
Joel Embiid, C,25467250,2019
Andrew Wiggins, SF,25467250,2019
Bradley Beal, SG,25434263,2019
Andre Drummond, C,25434263,2019
Anthony Davis, PF,25434263,2019
Hassan Whiteside, C,25434262,2019
Nikola Jokic, C,24605181,2019
Steven Adams, C,24157303,2019
Giannis Antetokounmpo, PF,24157303,2019
Marc Gasol, C,24119025,2019
Kevin Love, PF,24119025,2019
Harrison Barnes, SF,24107258,2019
Chandler Parsons, SF,24107258,2019
Nicolas Batum, PF,24000000,2019
Rudy Gobert, C,23241573,2019
Kawhi Leonard, SF,23114067,2019
DeAndre Jordan, C,22897200,2019
LaMarcus Aldridge, F,22347015,2019
Serge Ibaka, C,21666667,2019
Aaron Gordon, PF,21590909,2019
Danilo Gallinari, PF,21587579,2019
Victor Oladipo, SG,21000000,2019
Jimmy Butler, SF,20445779,2019
Ryan Anderson, PF,20421546,2019
Kyrie Irving, PG,20099189,2019
Jabari Parker, PF,20000000,2019
Zach LaVine, SG,19500000,2019
Tyler Johnson, SG,19356932,2019
Tim Hardaway Jr., SF,19200127,2019
John Wall, PG,19169800,2019
Jeff Teague, PG,19000000,2019
George Hill, G,19000000,2019
Klay Thompson, SG,18988725,2019
Allen Crabbe, G,18500000,2019
Goran Dragic, PG,18109175,2019
Kent Bazemore, SF,18089887,2019
Evan Turner, G,17868853,2019
Tristan Thompson, C,17469565,2019
Draymond Green, PF,17469565,2019
Evan Fournier, SG,17150000,2019
Reggie Jackson, PG,17043478,2019
Bismack Biyombo, C,17000000,2019
Derrick Favors, C,16900000,2019
Jonas Valanciunas, C,16539326,2019
Gary Harris, SG,16517857,2019
Timofey Mozgov, C,16000000,2019
Andre Iguodala, F,16000000,2019
Ian Mahinmi, C,15944154,2019
Dennis Schroder, PG,15500000,2019
DeMarre Carroll, F,15400000,2019
Gorgui Dieng, C,15170787,2019
Trevor Ariza, SF,15000000,2019
Eric Bledsoe, SG,15000000,2019
Ricky Rubio, G,14975000,2019
Tobias Harris, PF,14800000,2019
JR Smith, G,14720000,2019
James Johnson, PF,14651700,2019
Luke Babbitt, F,14651700,2019
Brandon Knight, G,14631250,2019
Robin Lopez, C,14357750,2019
Marvin Williams, F,14087500,2019
Taj Gibson, C,14000000,2019
Thaddeus Young, PF,13964045,2019
Clint Capela, C,13793104,2019
Marcin Gortat, C,13565218,2019
Cody Zeller, C,13528090,2019
Eric Gordon, SG,13500375,2019
Joe Ingles, SG,13045455,2019
Michael Kidd-Gilchrist, F,13000000,2019
Khris Middleton, SF,13000000,2019
Mason Plumlee, C,12917808,2019
Wilson Chandler, F,12800562,2019
Nikola Vucevic, C,12750000,2019
Kelly Olynyk, PF,12537527,2019
Miles Plumlee, C,12500000,2019
Jordan Clarkson, PG,12500000,2019
Nikola Mirotic, F,12500000,2019
Tyreke Evans, G,12400000,2019
Courtney Lee, G,12253780,2019
Solomon Hill, SF,12252928,2019
JJ Redick, SG,12250000,2019
Kentavious Caldwell-Pope, SG,12000000,2019
Kemba Walker, PG,12000000,2019
Avery Bradley, PG,12000000,2019
Will Barton, SF,11830358,2019
T.J. Warren, SF,11750000,2019
Zach Randolph, F,11692308,2019
Marcus Smart, PG,11660716,2019
Patty Mills, PG,11571429,2019
Dion Waiters, G,11550000,2019
Alec Burks, SG,11536515,2019
John Henson, F,11327466,2019
Omer Asik, C,11286516,2019
Jusuf Nurkic, C,11111111,2019
Iman Shumpert, G,11011234,2019
Maurice Harkless, SF,10837079,2019
Tony Snell, SF,10807143,2019
Meyers Leonard, C,10595506,2019
Bojan Bogdanovic, SF,10500000,2019
Terrence Ross, SG,10500000,2019
Robert Covington, PF,10464092,2019
Rudy Gay, SF,10087200,2019
Jon Leuer, F,10002681,2019
Danny Green, SF,10000000,2019
Andre Roberson, F,10000000,2019
Darren Collison, G,10000000,2019
Dwight Powell, C,9631250,2019
Matthew Dellavedova, PG,9607500,2019
Dante Exum, PG,9600000,2019
Jared Dudley, SF,9530000,2019
Norman Powell, SF,9367200,2019
Josh Richardson, SG,9367200,2019
Rajon Rondo, PG,9000000,2019
Bogdan Bogdanovic, SG,9000000,2019
E'Twaun Moore, G,8808685,2019
Cristiano Felicio, PF,8740980,2019
Kosta Koufos, C,8739500,2019
Fred VanVleet, SG,8653847,2019
Jerami Grant, SF,8653847,2019
Kyle Anderson, SF,8641000,2019
Julius Randle, PF,8641000,2019
Jerryd Bayless, G,8575916,2019
Markelle Fultz, PG,8339880,2019
C.J. Miles, SG,8333333,2019
Joe Harris, SF,8333333,2019
Shaun Livingston, G,8307692,2019
Deandre Ayton, C,8165160,2019
Garrett Temple, SF,8000000,2019
Lou Williams, SG,8000000,2019
P.J. Tucker, PF,7969537,2019
Cory Joseph, PG,7945000,2019
Karl-Anthony Towns, C,7839435,2019
JaMychal Green, PF,7666667,2019
Kyle Korver, G,7560000,2019
Jeremy Lamb, SG,7488372,2019
Darrell Arthur, F,7464912,2019
Lonzo Ball, PG,7461960,2019
Doug McDermott, SF,7333333,2019
Jae Crowder, PF,7305825,2019
Marvin Bagley III, PF,7305600,2019
D.J. Augustin, PG,7250000,2019
Dewayne Dedmon, C,7200000,2019
Lance Thomas, F,7119650,2019
D'Angelo Russell, PG,7019698,2019
Davis Bertans, SF,7000000,2019
Ersan Ilyasova, PF,7000000,2019
Langston Galloway, SG,7000000,2019
Boban Marjanovic, C,7000000,2019
Al-Farouq Aminu, PF,6957105,2019
Jayson Tatum, SF,6700800,2019
Luka Doncic, PG,6560640,2019
Mario Hezonja, F,6500000,2019
Nemanja Bjelica, PF,6500000,2019
Ben Simmons, PG,6434520,2019
Milos Teodosic, G,6300000,2019
Marco Belinelli, G,6153846,2019
Wesley Johnson, F,6134520,2019
Josh Jackson, SG,6041520,2019
Ish Smith, PG,6000000,2019
Montrezl Harrell, C,6000000,2019
Jonathon Simmons, G,6000000,2019
Jaren Jackson Jr., PF,5915040,2019
Brandon Ingram, SF,5757120,2019
Kristaps Porzingis, C,5697054,2019
De'Aaron Fox, PG,5470920,2019
Ben McLemore, SG,5460000,2019
Alex Abrines, G,5455236,2019
Patrick Patterson, PF,5451600,2019
Jason Smith, F,5450000,2019
Marcus Morris Sr., SF,5375000,2019
Trae Young, PG,5356440,2019
Dwight Howard, C,5337000,2019
DeMarcus Cousins, C,5337000,2019
Alexis Ajinca, C,5285394,2019
Thabo Sefolosha, F,5250000,2019
Aron Baynes, C,5193600,2019
Jaylen Brown, SG,5169960,2019
Patrick Beverley, PG,5027028,2019
Tony Parker, G,5000000,2019
Mike Muscala, C,5000000,2019
Alan Williams, C,5000000,2019
Dirk Nowitzki, F,5000000,2019
Kyle Singler, F,4996000,2019
Jonathan Isaac, PF,4969080,2019
Mo Bamba, C,4865040,2019
Anthony Tolliver, PF,4750000,2019
Willie Cauley-Stein, C,4696875,2019
Dragan Bender, F,4661280,2019
Lauri Markkanen, PF,4536120,2019
Kyle O'Quinn, C,4449000,2019
Ed Davis, C,4449000,2019
Lance Stephenson, G,4449000,2019
Wendell Carter Jr., C,4441200,2019
Justin Holiday, SF,4384616,2019
Alex Len, C,4350000,2019
Mike Scott, PF,4320500,2019
Luc Mbah a Moute, F,4320500,2019
Emmanuel Mudiay, G,4294480,2019
Kris Dunn, PG,4221000,2019
Frank Ntilikina, PG,4155720,2019
Glenn Robinson III, F,4075000,2019
Collin Sexton, PG,4068600,2019
Stanley Johnson, F,3940402,2019
Buddy Hield, SG,3844760,2019
Dennis Smith Jr., PG,3819960,2019
Kevin Knox II, SF,3739920,2019
J.J. Barea, G,3710850,2019
Nene Hilario, C,3651480,2019
Zach Collins, PF,3628920,2019
Frank Kaminsky, PF,3627842,2019
Mikal Bridges, SF,3552960,2019
Michael Beasley, F,3500000,2019
Jamal Murray, PG,3499800,2019
Rodney Hood, SG,3472887,2019
Jodie Meeks, G,3454500,2019
Justise Winslow, PF,3448926,2019
Malik Monk, SG,3447480,2019
Myles Turner, C,3410284,2019
Allonzo Trier, G,3382000,2019
Brook Lopez, C,3382000,2019
Shai Gilgeous-Alexander, SG,3375360,2019
Trey Lyles, PF,3364249,2019
Ekpe Udoh, F,3360000,2019
Devin Booker, SG,3314365,2019
Luke Kennard, SG,3275280,2019
Cameron Payne, PG,3263294,2019
Troy Daniels, G,3258539,2019
Kelly Oubre Jr., SG,3208630,2019
Miles Bridges, SF,3206640,2019
Marquese Chriss, SF,3206160,2019
Tomas Satoransky, SG,3129187,2019
Bryn Forbes, SG,3125000,2019
Donovan Mitchell, SG,3111480,2019
Terry Rozier, SG,3050390,2019
Jerome Robinson, SG,3046200,2019
Elfrid Payton, PG,3000000,2019
Yogi Ferrell, PG,3000000,2019
Bam Adebayo, C,2955840,2019
Jakob Poeltl, C,2947320,2019
Michael Porter Jr., SF,2894160,2019
Justin Jackson, SF,2807880,2019
Thon Maker, F,2799720,2019
Seth Curry, SG,2795000,2019
Cedi Osman, SF,2775000,2019
Sam Dekker, F,2760095,2019
Troy Brown Jr., SF,2749080,2019
Justin Patton, C,2667600,2019
Guerschon Yabusele, F,2667600,2019
Domantas Sabonis, PF,2659800,2019
Jerian Grant, G,2639314,2019
Delon Wright, SG,2536898,2019
D.J. Wilson, PF,2534280,2019
Zhaire Smith, G,2526840,2019
Dario Saric, PF,2526840,2019
Taurean Prince, PF,2526840,2019
Justin Anderson, F,2516048,2019
Manu Ginobili, G,2500000,2019
Reggie Bullock, SF,2500000,2019
Bobby Portis, C,2494346,2019
Dante Cunningham, F,2487000,2019
Donte DiVincenzo, SG,2481000,2019
Rondae Hollis-Jefferson, SF,2470357,2019
Emeka Okafor, C,2445085,2019
Kendrick Perkins, C,2445085,2019
Tyus Jones, PG,2444053,2019
Jarell Martin, F,2416222,2019
T.J. Leaf, PF,2407560,2019
Wayne Ellington, SG,2383076,2019
Lonnie Walker IV, SG,2357160,2019
John Collins, PF,2299080,2019
Denzel Valentine, SG,2280600,2019
Larry Nance Jr., PF,2272391,2019
Kevin Huerter, SG,2250960,2019
Brandon Jennings, G,2222803,2019
Harry Giles III, PF,2207040,2019
Darius Miller, SF,2205000,2019
Juancho Hernangomez, F,2166360,2019
Josh Okogie, SF,2160720,2019
Raul Neto, PG,2150000,2019
Terrance Ferguson, SF,2118840,2019
Grayson Allen, SG,2074320,2019
Sean Kilpatrick, G,2054856,2019
OG Anunoby, SF,2034120,2019
Jarrett Allen, C,2034120,2019
Corey Brewer, F,2000000,2019
Torrey Craig, SF,2000000,2019
Chandler Hutchison, SF,1990520,2019
Ante Zizic, C,1952760,2019
Shabazz Napier, G,1942422,2019
Aaron Holiday, PG,1911960,2019
Tyler Lydon, F,1874640,2019
DeAndre Liggins, G,1795015,2019
Trey Burke, PG,1795015,2019
Malik Beasley, SG,1773840,2019
Moritz Wagner, C,1762080,2019
Anfernee Simons, SG,1760520,2019
Nerlens Noel, C,1757429,2019
Caleb Swanigan, F,1740000,2019
Furkan Korkmaz, SG,1740000,2019
Landry Shamet, SG,1703649,2019
Caris LeVert, SG,1702800,2019
Jonah Bolden, PF,1690000,2019
Kyle Kuzma, SF,1689840,2019
Tony Bradley, C,1679520,2019
Derrick White, PG,1667160,2019
Spencer Dinwiddie, PG,1656092,2019
Julyan Stone, G,1656092,2019
MarShon Brooks, G,1656092,2019
Josh Hart, SG,1655160,2019
Robert Williams III, C,1654440,2019
Jacob Evans, G,1644240,2019
Pat Connaughton, SG,1641000,2019
DeAndre' Bembry, SG,1634640,2019
Dzanan Musa, F,1632240,2019
James Ennis III, SF,1621415,2019
Omari Spellman, F,1620480,2019
Luke Kornet, C,1619260,2019
Rodions Kurucs, SF,1618320,2019
Richaun Holmes, C,1600520,2019
T.J. McConnell, PG,1600520,2019
Dwight Buycks, G,1600520,2019
Malachi Richardson, G,1569360,2019
Jahlil Okafor, C,1567707,2019
Pascal Siakam, PF,1544951,2019
Dejounte Murray, PG,1544951,2019
Damian Jones, C,1544951,2019
Georgios Papagiannis, C,1544951,2019
Chinanu Onuaku, C,1544951,2019
Cheick Diallo, F,1544951,2019
Skal Labissiere, F,1544951,2019
Jake Layman, SF,1544951,2019
Ivica Zubac, C,1544951,2019
Wade Baldwin IV, G,1544951,2019
Malcolm Brogdon, PG,1544951,2019
Andrew Harrison, G,1544951,2019
Rodney McGruder, SG,1544951,2019
Dorian Finney-Smith, PF,1544951,2019
Quinn Cook, PG,1544951,2019
Paul Zipser, F,1544951,2019
Wayne Selden, G,1544951,2019
Willy Hernangomez, C,1544951,2019
Timothe Luwawu-Cabarrot, SG,1544951,2019
Alex Poythress, F,1544951,2019
Shelvin Mack, G,1512601,2019
Omri Casspi, F,1512601,2019
Raymond Felton, G,1512601,2019
Quincy Pondexter, F,1512601,2019
Troy Williams, F,1512601,2019
JaVale McGee, C,1512601,2019
Georges Niang, F,1512601,2019
Amir Johnson, F,1512601,2019
Derrick Rose, PG,1512601,2019
Noah Vonleh, F,1512601,2019
Jamal Crawford, G,1512601,2019
Luol Deng, F,1512601,2019
Treveon Graham, F,1512601,2019
Isaiah Canaan, G,1512601,2019
Udonis Haslem, PF,1512601,2019
Dwyane Wade, G,1512601,2019
Carmelo Anthony, PF,1512601,2019
David Nwaba, SF,1512601,2019
Christian Wood, C,1512601,2019
Gerald Green, G,1512601,2019
Kevon Looney, C,1512601,2019
Jonas Jerebko, F,1512601,2019
Jose Calderon, G,1512601,2019
Zaza Pachulia, C,1512601,2019
Jeff Green, PF,1512601,2019
Devin Harris, G,1512601,2019
Channing Frye, F,1512601,2019
Derrick Jones Jr., SF,1512601,2019
Ian Clark, G,1512601,2019
Isaiah Thomas, G,1512601,2019
Vince Carter, G,1512601,2019
Svi Mykhailiuk, SG,1487694,2019
Mitchell Robinson, C,1485440,2019
Wes Iwundu, SF,1378242,2019
Tyler Dorsey, G,1378242,2019
Dillon Brooks, SF,1378242,2019
Dakari Johnson, C,1378242,2019
Khem Birch, C,1378242,2019
Thomas Bryant, C,1378242,2019
Royce O'Neale, PF,1378242,2019
Antonius Cleveland, G,1378242,2019
Brandon Paul, G,1378242,2019
Jawun Evans, G,1378242,2019
Abdel Nader, SF,1378242,2019
Sindarius Thornwell, SG,1378242,2019
Frank Mason III, G,1378242,2019
Ivan Rabb, PF,1378242,2019
Dwayne Bacon, SG,1378242,2019
Jaylen Morris, G,1378242,2019
Semi Ojeleye, PF,1378242,2019
Rodney Purvis, G,1378242,2019
David Stockton, G,1378242,2019
Zhou Qi, C,1378242,2019
Daniel Theis, C,1378242,2019
Jordan Bell, F,1378242,2019
Frank Jackson, PG,1378242,2019
Sterling Brown, SF,1378242,2019
Maxi Kleber, PF,1378242,2019
Damyean Dotson, SG,1378242,2019
Ike Anigbogu, C,1378242,2019
Jabari Bird, G,1349464,2019
Ben Moore, F,1349383,2019
Alfonzo McKinnie, SF,1349383,2019
Monte Morris, PG,1349383,2019
Daniel Hamilton, F,1349383,2019
Antonio Blakeney, G,1349383,2019
Ryan Arcidiacono, PG,1349383,2019
Tyrone Wallace, SG,1349383,2019
Tyson Chandler, C,1333140,2019
Shaquille Harrison, SG,1311265,2019
Elie Okobo, G,1238464,2019
Jalen Brunson, PG,1230000,2019
Okaro White, F,1187862,2019
Joakim Noah, C,1093858,2019
Melvin Frazier Jr., G,1050000,2019
Nick Young, G,1042584,2019
Isaac Bonga, G,1000000,2019
Devonte' Graham, G,988464,2019
De'Anthony Melton, SG,949000,2019
Ron Baker, G,948580,2019
Austin Rivers, SG,922943,2019
Chasson Randle, PG,869094,2019
Brad Wanamaker, PG,838464,2019
Gary Trent Jr., SG,838464,2019
Kenrich Williams, SF,838464,2019
Keita Bates-Diop, SF,838464,2019
Chimezie Metu, PF,838464,2019
Ryan Broekhoff, G,838464,2019
Isaiah Briscoe, G,838464,2019
Bruce Brown, SF,838464,2019
Jevon Carter, PG,838464,2019
Jarred Vanderbilt, PF,838464,2019
Isaiah Hartenstein, C,838464,2019
Khyri Thomas, SG,838464,2019
Hamidou Diallo, SG,838464,2019
Alize Johnson, F,838464,2019
Patrick McCaw, SF,777665,2019
Kenneth Faried, F,683661,2019
Brandon Goodwin, PG,630032,2019
Gary Clark, SF,596873,2019
Bruno Caboclo, F,522151,2019
Wesley Matthews, SG,512746,2019
Salah Mejri, C,512746,2019
Nik Stauskas, G,504200,2019
Jeremy Lin, G,487109,2019
Enes Kanter, C,487109,2019
John Jenkins, G,486520,2019
Chris Boucher, PF,457418,2019
Malcolm Miller, F,457418,2019
Markieff Morris, PF,427288,2019
Henry Ellenson, PF,341831,2019
Pau Gasol, PF,333285,2019
Andrew Bogut, C,307648,2019
Jaylen Adams, G,270014,2019
Danuel House Jr., SF,247827,2019
Jimmer Fredette, G,208509,2019
Tim Frazier, PG,196553,2019
Dairis Bertans, G,194220,2019
Ray Spalding, F,184746,2019
Deonte Burton, G,151587,2019
Cameron Reynolds, SF,108953,2019
Chris Chiozza, F,90005,2019
JaKarr Sampson, SF,85458,2019
Donatas Motiejunas, F,59820,2019
Greg Monroe, C,59820,2019
Michael Carter-Williams, PG,59820,2019
Tyler Zeller, C,59820,2019
Jemerrio Jones, F,52108,2019
Isaac Humphries, C,47371,2019
Mitchell Creek, G,47371,2019
Billy Garrett Jr., G,42634,2019
BJ Johnson, F,42634,2019
Deyonta Davis, F,25367,2019
Michael Frazier II, G,23685,2019
Yante Maten, F,18948,2019
Eric Moreland, C,17092,2019
Jordan McRae, G,17092,2019
Jonathan Gibson, G,17092,2019
Tarik Phillip, G,9474,2019
Duncan Robinson, SG,9474,2019
Theo Pinson, SG,4737,2019
Kendrick Nunn, G,4737,2019
Stephen Curry, PG,40231758,2020
Chris Paul, PG,38506482,2020
Russell Westbrook, PG,38506482,2020
James Harden, SG,38199000,2020
Kevin Durant, PF,38199000,2020
John Wall, PG,38199000,2020
LeBron James, SF,37436858,2020
Kyle Lowry, PG,34996296,2020
Blake Griffin, PF,34449964,2020
Tobias Harris, PF,32742000,2020
Kemba Walker, PG,32742000,2020
Jimmy Butler, SF,32742000,2020
Kawhi Leonard, SF,32742000,2020
Klay Thompson, SG,32742000,2020
Gordon Hayward, SF,32700690,2020
Mike Conley, PG,32511624,2020
Kyrie Irving, PG,31742000,2020
Khris Middleton, SF,30603448,2020
Paul George, SG,30560700,2020
Paul Millsap, PF,30350000,2020
Damian Lillard, PG,29802321,2020
Kevin Love, PF,28942830,2020
Nikola Vucevic, C,28000000,2020
Al Horford, C,28000000,2020
DeMar DeRozan, SF,27739975,2020
CJ McCollum, SG,27556959,2020
Joel Embiid, C,27504630,2020
Andrew Wiggins, SF,27504630,2020
Nikola Jokic, C,27504630,2020
Devin Booker, SG,27285000,2020
D'Angelo Russell, PG,27285000,2020
Karl-Anthony Towns, C,27285000,2020
Kristaps Porzingis, C,27285000,2020
Otto Porter Jr., SF,27250575,2020
Bradley Beal, SG,27093019,2020
Andre Drummond, C,27093019,2020
Anthony Davis, PF,27093018,2020
Hassan Whiteside, C,27093017,2020
Jrue Holiday, PG,26231111,2020
LaMarcus Aldridge, F,26000000,2020
Steven Adams, C,25842697,2020
Giannis Antetokounmpo, PF,25842697,2020
Marc Gasol, C,25595700,2020
Nicolas Batum, PF,25565217,2020
Chandler Parsons, SF,25102511,2020
Harrison Barnes, SF,24147727,2020
Serge Ibaka, C,23271604,2020
Rudy Gobert, C,23241573,2020
Danilo Gallinari, PF,22615559,2020
Victor Oladipo, SG,21000000,2020
Tim Hardaway Jr., SF,20025127,2020
Malcolm Brogdon, PG,20000000,2020
Terry Rozier, SG,19894737,2020
Aaron Gordon, PF,19863636,2020
Zach LaVine, SG,19500000,2020
Kent Bazemore, SF,19269662,2020
Goran Dragic, PG,19217900,2020
Jeff Teague, PG,19000000,2020
Evan Turner, G,18606556,2020
Tristan Thompson, C,18539130,2020
Draymond Green, PF,18539130,2020
Allen Crabbe, G,18500000,2020
Julius Randle, PF,18000000,2020
Myles Turner, C,18000000,2020
Gary Harris, SG,17839286,2020
Derrick Favors, C,17650000,2020
Andre Iguodala, F,17185185,2020
Evan Fournier, SG,17150000,2020
Bismack Biyombo, C,17000000,2020
Bojan Bogdanovic, SF,17000000,2020
Timofey Mozgov, C,16720000,2020
Gorgui Dieng, C,16229213,2020
Ricky Rubio, G,16200000,2020
Jonas Valanciunas, C,16000000,2020
Brandon Knight, G,15643750,2020
Kelly Oubre Jr., SG,15625000,2020
Eric Bledsoe, SG,15625000,2020
Dennis Schroder, PG,15500000,2020
Ian Mahinmi, C,15450051,2020
James Johnson, PF,15349400,2020
Bobby Portis, C,15000000,2020
Marcus Morris Sr., SF,15000000,2020
Clint Capela, C,14896552,2020
Luke Babbitt, F,14651700,2020
Danny Green, SF,14634146,2020
Rudy Gay, SF,14500000,2020
Cody Zeller, C,14471910,2020
Eric Gordon, SG,14057730,2020
Mason Plumlee, C,14041096,2020
Marcin Gortat, C,13565218,2020
JJ Redick, SG,13486300,2020
Jordan Clarkson, PG,13437500,2020
Dewayne Dedmon, C,13333333,2020
Jusuf Nurkic, C,13125000,2020
Justise Winslow, PF,13000000,2020
Thaddeus Young, PF,12900000,2020
Will Barton, SF,12776786,2020
Courtney Lee, G,12759670,2020
Solomon Hill, SF,12758781,2020
Larry Nance Jr., PF,12727273,2020
Kelly Olynyk, PF,12667885,2020
Marcus Smart, PG,12553571,2020
Miles Plumlee, C,12500000,2020
Terrence Ross, SG,12500000,2020
Nikola Mirotic, F,12500000,2020
Patty Mills, PG,12428571,2020
Tyreke Evans, G,12400000,2020
Patrick Beverley, PG,12345680,2020
Trevor Ariza, SF,12195122,2020
Brook Lopez, C,12093023,2020
Cory Joseph, PG,12000000,2020
Joe Ingles, SG,11954546,2020
Zach Randolph, F,11692308,2020
Tony Snell, SF,11392857,2020
Robert Covington, PF,11301219,2020
Meyers Leonard, C,11286516,2020
Omer Asik, C,11286516,2020
Maurice Harkless, SF,11011234,2020
T.J. Warren, SF,10810000,2020
Andre Roberson, F,10740740,2020
Spencer Dinwiddie, PG,10605600,2020
Jeremy Lamb, SG,10500000,2020
Dwight Powell, C,10259375,2020
Norman Powell, SF,10116576,2020
Josh Richardson, SG,10116576,2020
Darren Collison, G,10000000,2020
Tomas Satoransky, SG,10000000,2020
DeAndre Jordan, C,9881598,2020
Zion Williamson, PF,9757440,2020
Markelle Fultz, PG,9745200,2020
John Henson, F,9732396,2020
Matthew Dellavedova, PG,9607500,2020
Dante Exum, PG,9600000,2020
Deandre Ayton, C,9562920,2020
Delon Wright, SG,9473684,2020
Fred VanVleet, SG,9346153,2020
Jerami Grant, SF,9346153,2020
Tyus Jones, PG,9258000,2020
Al-Farouq Aminu, PF,9258000,2020
George Hill, G,9133907,2020
Kyle Anderson, SF,9073050,2020
Taj Gibson, C,9000000,2020
Ja Morant, PG,8730240,2020
Lonzo Ball, PG,8719320,2020
E'Twaun Moore, G,8664928,2020
Marvin Bagley III, PF,8556120,2020
