name,position,salary,season
Shaquille O'Neal, C,17142000,2000
Kevin Garnett, PF,16806000,2000
Alonzo Mourning, C,15004000,2000
Juwan Howard, PF,15000000,2000
Scottie Pippen, SF,14795000,2000
Karl Malone, PF,14000000,2000
Larry Johnson, F,11910000,2000
Gary Payton, PG,11020000,2000
Rasheed Wallace, PF,10800000,2000
Shawn Kemp, C,10780000,2000
Damon Stoudamire, PG,10125000,2000
Antonio McDyess, PF,9900000,2000
Antoine Walker, PF,9000000,2000
Shareef Abdur-Rahim, PF,9000000,2000
Allen Iverson, SG,9000000,2000
Vin Baker, PF,9000000,2000
Anfernee Hardaway, SF,9000000,2000
Ray Allen, SG,9000000,2000
Kobe Bryant, SF,9000000,2000
Stephon Marbury, PG,9000000,2000
Vlade Divac, C,8837000,2000
Bryant Reeves, C,8666000,2000
Tom Gugliotta, PF,8558000,2000
Nick Van Exel, PG,8354000,2000
Elden Campbell, C,7975000,2000
Terrell Brandon, PG,7400000,2000
Derrick Coleman, PF,7370000,2000
Glenn Robinson, SF,7250000,2000
Steve Smith, SG,7200000,2000
Kerry Kittles, SG,7166000,2000
Chris Dudley, C,7100000,2000
Theo Ratliff, C,7031000,2000
Matt Geiger, C,6889000,2000
Jason Kidd, PG,6858000,2000
Kenny Anderson, PG,6680000,2000
Tyrone Hill, PF,6422000,2000
Clifford Robinson, PF,6125000,2000
Jamal Mashburn, SF,5600000,2000
Steve Nash, PG,5500000,2000
Alan Henderson, PF,5318000,2000
Donyell Marshall, PF,5250000,2000
Marcus Camby, C,5250000,2000
Greg Ostertag, C,5200000,2000
Luc Longley, C,5175000,2000
P.J. Brown, PF,5124000,2000
Jermaine O'Neal, C,5075000,2000
Erick Dampier, C,4988000,2000
Wesley Person, SF,4900000,2000
Isaac Austin, C,4819000,2000
Loy Vaught, F,4810000,2000
Robert Horry, PF,4800000,2000
Derrick McKey, F,4800000,2000
Jim Mcilvaine, C,4800000,2000
Jerry Stackhouse, SF,4781000,2000
Charlie Ward, PG,4540000,2000
Dale Davis, PF,4490000,2000
Lorenzen Wright, PF,4400000,2000
Mookie Blaylock, G,4200000,2000
Chris Mills, SF,4200000,2000
Chris Childs, G,4160000,2000
Darrel Armstrong, PG,4125000,2000
Bryon Russell, SF,4000000,2000
Brent Barry, SG,3960000,2000
Jason Caffey, F,3937000,2000
Vitaly Potapenko, C,3810000,2000
Bob Sura, PG,3760000,2000
Walt Williams, F,3750000,2000
Scott Williams, C,3750000,2000
Sam Cassell, PG,3500000,2000
Michael Olowokandi, C,3456000,2000
Elton Brand, PF,3375000,2000
Eric Williams, PF,3336000,2000
Travis Best, PG,3250000,2000
Michael Stewart, PF,3200000,2000
Derek Strong, F,3159000,2000
Mike Bibby, PG,3092000,2000
Rick Fox, SF,3033000,2000
Steve Francis, PG,3020000,2000
Derek Fisher, PG,3000000,2000
Lamond Murray, SF,3000000,2000
Eric Snow, PG,3000000,2000
Ervin Johnson, C,2951000,2000
Brent Price, G,2944000,2000
Travis Knight, C,2800000,2000
Raef LaFrentz, C,2777000,2000
Tracy Murray, SF,2720000,2000
Tyrone Nesby, F,2716000,2000
Baron Davis, PG,2712000,2000
Vonteego Cummings, PG,2600000,2000
David Wesley, SG,2520000,2000
Dean Garrett, C,2520000,2000
Antawn Jamison, PF,2503000,2000
Walter McCarty, PF,2500000,2000
Anthony Peeler, SG,2495000,2000
Lamar Odom, PF,2445000,2000
Cedric Henderson, F,2400000,2000
Lawrence Funderburke, PF,2400000,2000
Lindsey Hunter, SG,2350000,2000
Malik Rose, PF,2285000,2000
Vince Carter, G,2267000,2000
Jonathan Bender, SF,2214000,2000
Dell Curry, G,2100000,2000
Robert Traylor, PF,2059000,2000
Othella Harrington, PF,2025000,2000
Wally Szczerbiak, SG,2011000,2000
Eric Montross, C,2000000,2000
Eric Piatkowski, SG,2000000,2000
Rodney Rogers, SF,2000000,2000
Jamie Feick, F,2000000,2000
John Wallace, SF,2000000,2000
Terry Porter, G,2000000,2000
Shandon Anderson, SF,2000000,2000
Calbert Cheaney, SG,2000000,2000
Michael Curry, SF,2000000,2000
George Lynch, SF,2000000,2000
Grant Long, F,2000000,2000
Chris Crawford, SF,2000000,2000
Steve Kerr, G,1968000,2000
Vinny Del Negro, G,1925000,2000
Sean Rooks, C,1920000,2000
Lucious Harris, SG,1920000,2000
Jason Williams, PG,1879000,2000
Richard Hamilton, SG,1836000,2000
Larry Hughes, SG,1722000,2000
Andre Miller, PG,1682000,2000
Dirk Nowitzki, F,1583000,2000
Shawn Marion, SG,1546000,2000
Paul Pierce, SF,1503000,2000
Jason Terry, G,1468000,2000
Bonzi Wells, SG,1428000,2000
Trajan Langdon, SG,1394000,2000
Aleksandar Radojevic, C,1325000,2000
Keon Clark, PF,1289000,2000
Corey Maggette, SF,1259000,2000
Michael Dickerson, G,1224000,2000
William Avery, G,1196000,2000
Matt Harpring, SF,1163000,2000
Eldridge Recasner, G,1100000,2000
Metta World Peace, SF,1079000,2000
Rasho Nesterovic, C,1050000,2000
Cal Bowdler, F,1025000,2000
James Posey, SF,974000,2000
Pat Garrity, PF,952000,2000
Quincy Lewis, SG,930000,2000
Roshown McLeod, F,914000,2000
Dion Glover, SG,893000,2000
Ricky Davis, SG,878000,2000
Greg Foster, C,857000,2000
Jeff Foster, PF,857000,2000
Brian Skinner, PF,843000,2000
Kenny Thomas, PF,823000,2000
Devean George, SF,790000,2000
Al Harrington, PF,745000,2000
Tim James, F,728000,2000
Jumaine Jones, SF,684000,2000
Scott Padgett, PF,679000,2000
Rafer Alston, PG,301000,2000
Kevin Garnett, PF,19600000,2001
Shaquille O'Neal, C,19285000,2001
Alonzo Mourning, C,16879000,2001
Juwan Howard, PF,16875000,2001
Hakeem Olajuwon, C,16685000,2001
Karl Malone, PF,15750000,2001
Dikembe Mutombo, C,14422000,2001
Patrick Ewing, C,14000000,2001
David Robinson, C,13196000,2001
Scottie Pippen, SF,13151000,2001
Rasheed Wallace, PF,12600000,2001
Larry Johnson, F,12485000,2001
Gary Payton, PG,12200000,2001
Tim Hardaway, G,12000000,2001
Chris Webber, C,12000000,2001
Shawn Kemp, C,11720000,2001
Damon Stoudamire, PG,11250000,2001
John Stockton, G,11000000,2001
Antonio McDyess, PF,10800000,2001
Reggie Miller, SG,10666000,2001
Arvydas Sabonis, C,10636000,2001
Zydrunas Ilgauskas, C,10130000,2001
Anfernee Hardaway, SF,10130000,2001
Stephon Marbury, PG,10130000,2001
Antoine Walker, PF,10125000,2001
Shareef Abdur-Rahim, PF,10125000,2001
Allen Iverson, SG,10125000,2001
Latrell Sprewell, SG,10125000,2001
Vin Baker, PF,10125000,2001
Ray Allen, SG,10125000,2001
Kobe Bryant, SF,10125000,2001
Bryant Reeves, C,10110000,2001
Tracy McGrady, SG,9658000,2001
Tim Duncan, C,9658000,2001
Jalen Rose, SG,9658000,2001
Grant Hill, SF,9658000,2001
Vlade Divac, C,9641000,2001
Tom Gugliotta, PF,9336000,2001
Allan Houston, SG,9000000,2001
Keith Van Horn, PF,9000000,2001
Eddie Jones, SG,8960000,2001
Brian Grant, PF,8897000,2001
Tim Thomas, PF,8507000,2001
Michael Finley, SG,8400000,2001
Shawn Bradley, C,8370000,2001
Terrell Brandon, PG,8325000,2001
Nick Van Exel, PG,8184000,2001
Glenn Robinson, SF,8120000,2001
Steve Smith, SG,8100000,2001
Elden Campbell, C,8050000,2001
Derrick Coleman, PF,8040000,2001
Avery Johnson, PG,8000000,2001
Horace Grant, C,7843000,2001
Theo Ratliff, C,7800000,2001
Jason Kidd, PG,7630000,2001
Glen Rice, SF,7578000,2001
Kenny Anderson, PG,7520000,2001
Matt Geiger, C,7515000,2001
Tyrone Hill, PF,7415000,2001
Toni Kukoc, SF,7167000,2001
Clifford Robinson, PF,6890000,2001
Christian Laettner, PF,6625000,2001
Chris Dudley, C,6200000,2001
Jamal Mashburn, SF,6200000,2001
Dale Davis, PF,6175000,2001
Alan Henderson, PF,5909000,2001
P.J. Brown, PF,5764000,2001
Luc Longley, C,5750000,2001
Marcus Camby, C,5750000,2001
Jermaine O'Neal, C,5700000,2001
Donyell Marshall, PF,5630000,2001
Bryant Stith, G,5620000,2001
Erick Dampier, C,5611000,2001
Wesley Person, SF,5600000,2001
Anthony Mason, F,5553000,2001
Ron Mercer, SG,5515000,2001
Isaac Austin, C,5500000,2001
Antonio Davis, PF,5500000,2001
Steve Nash, PG,5500000,2001
Derrick McKey, F,5400000,2001
Kelvin Cato, C,5400000,2001
Jim Mcilvaine, C,5400000,2001
Sean Elliott, F,5333000,2001
Robert Horry, PF,5300000,2001
Austin Croshere, PF,5298000,2001
Greg Ostertag, C,5200000,2001
Jerry Stackhouse, SF,5000000,2001
Charlie Ward, PG,5000000,2001
Lorenzen Wright, PF,4950000,2001
Loy Vaught, F,4812000,2001
Mookie Blaylock, G,4800000,2001
Chris Mills, SF,4800000,2001
Chris Childs, G,4680000,2001
Bryon Russell, SF,4570000,2001
Bo Outlaw, PF,4500000,2001
Walt Williams, F,4500000,2001
Tariq Abdul-Wahad, SF,4500000,2001
Bob Sura, PG,4386000,2001
Jason Caffey, F,4375000,2001
Robert Pack, PG,4320000,2001
Brent Barry, SG,4320000,2001
Vitaly Potapenko, C,4286000,2001
Brevin Knight, PG,4250000,2001
Howard Eisley, PG,4250000,2001
Scott Williams, C,4200000,2001
Brad Miller, C,4000000,2001
Duane Causwell, C,4000000,2001
Ben Wallace, PF,4000000,2001
Dan Majerle, G,4000000,2001
Corliss Williamson, PF,3997000,2001
Cedric Ceballos, F,3937000,2001
Jahidi White, C,3922000,2001
Cuttino Mobley, SG,3922000,2001
Scot Pollard, C,3922000,2001
Rashard Lewis, PF,3920000,2001
Eric Williams, PF,3892000,2001
Voshon Lenard, SG,3780000,2001
Dana Barros, PG,3700000,2001
Michael Olowokandi, C,3697000,2001
Kurt Thomas, PF,3680000,2001
Elton Brand, PF,3629000,2001
Adonal Foyle, C,3578000,2001
Mark Jackson, PG,3565000,2001
Kenyon Martin, PF,3536000,2001
Michael Stewart, PF,3520000,2001
Derek Strong, F,3510000,2001
Greg Anthony, G,3500000,2001
Sam Cassell, PG,3500000,2001
Rick Fox, SF,3412000,2001
Adam Keefe, F,3390000,2001
Lamond Murray, SF,3375000,2001
Eric Snow, PG,3375000,2001
Ervin Johnson, C,3310000,2001
Mike Bibby, PG,3308000,2001
Jud Buechler, G,3259000,2001
Travis Best, PG,3250000,2001
Steve Francis, PG,3246000,2001
Tony Battie, C,3200000,2001
Travis Knight, C,3200000,2001
Stromile Swift, PF,3164000,2001
Doug Christie, SG,3132000,2001
Darrel Armstrong, PG,3100000,2001
Tracy Murray, SF,3060000,2001
Derek Fisher, PG,3000000,2001
Eric Piatkowski, SG,3000000,2001
Chucky Atkins, PG,3000000,2001
Tyrone Nesby, F,2990000,2001
Raef LaFrentz, C,2970000,2001
Baron Davis, PG,2916000,2001
Brent Price, G,2880000,2001
David Wesley, SG,2880000,2001
Dean Garrett, C,2880000,2001
Mikki Moore, C,2848000,2001
Darius Miles, SF,2841000,2001
Popeye Jones, PF,2815000,2001
Antonio Daniels, PG,2814000,2001
Walter McCarty, PF,2812000,2001
Jerome Williams, PF,2750000,2001
Anthony Peeler, SG,2737000,2001
Jon Barry, SG,2727000,2001
Cedric Henderson, F,2700000,2001
Kevin Willis, C,2700000,2001
Lawrence Funderburke, PF,2700000,2001
Antawn Jamison, PF,2678000,2001
Lindsey Hunter, SG,2650000,2001
Lamar Odom, PF,2628000,2001
Malik Rose, PF,2570000,2001
Marcus Fizer, F,2562000,2001
Dragan Tarlac, C,2500000,2001
Vince Carter, G,2425000,2001
Jonathan Bender, SF,2380000,2001
Chris Whitney, PG,2370000,2001
Mike Miller, SG,2320000,2001
Othella Harrington, PF,2250000,2001
Derek Anderson, SG,2250000,2001
John Starks, G,2250000,2001
Will Perdue, C,2250000,2001
Randy Brown, G,2250000,2001
Brian Shaw, G,2250000,2001
A.C. Green, F,2250000,2001
Bimbo Coles, PG,2250000,2001
Joe Smith, PF,2250000,2001
Aaron Williams, C,2250000,2001
Sam Perkins, C,2250000,2001
Rod Strickland, PG,2250000,2001
Tony Delk, PG,2250000,2001
Chauncey Billups, PG,2250000,2001
Bobby Jackson, PG,2250000,2001
Chris Crawford, SF,2250000,2001
Eric Montross, C,2240000,2001
Robert Traylor, PF,2203000,2001
Steve Kerr, G,2200000,2001
Detlef Schrempf, F,2200000,2001
Rodney Rogers, SF,2200000,2001
Jamie Feick, F,2200000,2001
Jamal Crawford, G,2200000,2001
John Wallace, SF,2200000,2001
Terry Porter, G,2200000,2001
Shandon Anderson, SF,2200000,2001
Ron Harper, G,2200000,2001
Olden Polynice, C,2200000,2001
Carlos Rogers, F,2200000,2001
Calbert Cheaney, SG,2200000,2001
Michael Curry, SF,2200000,2001
George McCloud, F,2200000,2001
Otis Thorpe, C,2200000,2001
George Lynch, SF,2200000,2001
Grant Long, F,2200000,2001
Wally Szczerbiak, SG,2162000,2001
Sean Rooks, C,2160000,2001
Lucious Harris, SG,2160000,2001
DerMarr Johnson, SF,2107000,2001
Sam Mitchell, F,2100000,2001
Alvin Williams, PG,2100000,2001
Vinny Del Negro, G,2100000,2001
Clarence Weatherspoon, PF,2100000,2001
Cherokee Parks, PF,2100000,2001
Jason Williams, PG,2011000,2001
Dell Curry, G,2000000,2001
Richard Hamilton, SG,1973000,2001
Chris Mihm, C,1923000,2001
Andrew DeClercq, C,1920000,2001
Larry Hughes, SG,1842000,2001
Aaron McKie, SG,1820000,2001
Andre Miller, PG,1808000,2001
Greg Foster, C,1764000,2001
Tyrone Bogues, G,1740000,2001
Darvin Ham, SF,1700000,2001
Dirk Nowitzki, F,1693000,2001
Shawn Marion, SG,1662000,2001
Joel Przybilla, C,1619000,2001
Paul Pierce, SF,1608000,2001
Jason Terry, G,1579000,2001
Keyon Dooling, PG,1538000,2001
Bonzi Wells, SG,1528000,2001
Jacque Vaughn, PG,1500000,2001
Trajan Langdon, SG,1500000,2001
Matt Bullard, F,1481000,2001
Jerome Moiso, C,1461000,2001
Aleksandar Radojevic, C,1425000,2001
Johnny Newman, F,1400000,2001
Keon Clark, PF,1379000,2001
Tony Massenburg, PF,1360000,2001
Corey Maggette, SF,1353000,2001
Corie Blount, PF,1320000,2001
Courtney Alexander, SG,1319000,2001
Michael Dickerson, G,1310000,2001
Peja Stojakovic, SF,1310000,2001
William Avery, G,1286000,2001
Mateen Cleaves, PG,1253000,2001
Matt Harpring, SF,1244000,2001
Zan Tabak, C,1210000,2001
Danny Ferry, F,1200000,2001
Anthony Johnson, PG,1200000,2001
LaPhonso Ellis, F,1200000,2001
Eldridge Recasner, G,1200000,2001
Danny Manning, F,1200000,2001
Anthony Carter, PG,1200000,2001
Hersey Hawkins, G,1200000,2001
Jason Collier, C,1190000,2001
Metta World Peace, SF,1160000,2001
Hedo Turkoglu, SF,1131000,2001
Tom Hammonds, F,1130000,2001
Rasho Nesterovic, C,1123000,2001
Cal Bowdler, F,1102000,2001
Greg Buckner, SG,1100000,2001
Desmond Mason, SF,1074000,2001
James Posey, SF,1047000,2001
Quentin Richardson, SF,1020000,2001
Pat Garrity, PF,1019000,2001
Quincy Lewis, SG,1000000,2001
Ruben Patterson, PF,990000,2001
Roshown McLeod, F,978000,2001
Jamaal Magloire, C,975000,2001
Dion Glover, SG,960000,2001
Ricky Davis, SG,939000,2001
Jeff Foster, PF,922000,2001
Brian Skinner, PF,901000,2001
Morris Peterson, SG,898000,2001
Kenny Thomas, PF,885000,2001
Fred Hoiberg, SG,880000,2001
Tyronn Lue, PG,865000,2001
Devean George, SF,849000,2001
Felipe Lopez, G,831000,2001
DeShawn Stevenson, SG,828000,2001
John Crotty, G,800000,2001
Don Maclean, F,798000,2001
Al Harrington, PF,797000,2001
Dalibor Bagaric, C,795000,2001
Tim James, F,783000,2001
Jake Tsakalidis, C,763000,2001
Vonteego Cummings, PG,757000,2001
Hubert Davis, SG,752000,2001
Corey Benjamin, G,744000,2001
Nazr Mohammed, C,739000,2001
Jumaine Jones, SF,735000,2001
Bruce Bowen, SF,733000,2001
Scott Padgett, PF,730000,2001
Damon Jones, PG,714000,2001
Erick Barkley, G,712000,2001
Mark Madsen, PF,707000,2001
Darrick Martin, PG,673000,2001
Emanual Davis, G,611000,2001
Eddie Robinson, SF,600000,2001
John Amaechi, PF,598000,2001
Shammond Williams, PG,550000,2001
Kevin Edwards, G,548000,2001
Mahmoud Abdul-Rauf, G,548000,2001
David Benoit, F,548000,2001
David Wingate, G,548000,2001
Mario Elie, G,548000,2001
Felton Spencer, C,548000,2001
Don Reid, F,548000,2001
Monty Williams, SF,548000,2001
Shawnelle Scott, C,548000,2001
Terry Davis, C,548000,2001
Stacey Augmon, SF,548000,2001
Dee Brown, G,548000,2001
Matt Maloney, G,548000,2001
Antonio Harvey, F,548000,2001
Jeff McInnis, PG,523000,2001
Tyus Edney, G,523000,2001
Troy Hudson, PG,523000,2001
Moochie Norris, PG,523000,2001
Ryan Bowen, SF,508000,2001
Laron Profit, SG,508000,2001
Rick Brunson, PG,507000,2001
Bruno Sundov, C,498000,2001
Kornel David, F,498000,2001
Mark Pope, C,498000,2001
Adrian Griffin, SG,498000,2001
Mark Bryant, F,458000,2001
Calvin Booth, C,423000,2001
Todd MacCulloch, C,423000,2001
Mark Blount, C,423000,2001
Rafer Alston, PG,423000,2001
Evan Eschmeyer, C,423000,2001
Chris Herren, G,423000,2001
Elliot Perry, G,390000,2001
Kevin Ollie, PG,363000,2001
Milt Palacio, PG,326000,2001
Eduardo Najera, PF,316000,2001
Mike Smith, F,316000,2001
Michael Redd, SG,316000,2001
Zendon Hamilton, C,316000,2001
Jason Hart, PG,316000,2001
Daniel Santiago, C,316000,2001
Dan Langhi, PF,316000,2001
Eddie House, SG,316000,2001
Soumaila Samake, C,316000,2001
Jake Voskuhl, C,316000,2001
Stephen Jackson, SF,316000,2001
Chris Porter, F,316000,2001
Paul McPherson, G,316000,2001
A.J. Guyton, G,316000,2001
Brian Cardinal, PF,316000,2001
Marc Jackson, PF,316000,2001
Ruben Wolkowyski, F,316000,2001
Olumide Oyedeji, C,316000,2001
Hanno Mottola, C,316000,2001
Rodney Buford, SF,288000,2001
Anthony Goldwire, PG,243000,2001
Chucky Brown, F,241000,2001
Vernon Maxwell, G,161000,2001
Doug Overton, PG,90000,2001
Sean Colson, G,83000,2001
David Vanterpool, G,80000,2001
Steve Goodrich, F,37000,2001
Eddie Gill, PG,34000,2001
Chris Garner, G,32000,2001
Scott Burrell, G,29000,2001
Dan Mcclintock, C,26000,2001
Raja Bell, SG,24000,2001
Jamel Thomas, F,24000,2001
Kevin Garnett, PF,22400000,2002
Shaquille O'Neal, C,21428000,2002
Alonzo Mourning, C,18756000,2002
Juwan Howard, PF,18750000,2002
Scottie Pippen, SF,18083000,2002
Karl Malone, PF,17500000,2002
Rasheed Wallace, PF,14400000,2002
Dikembe Mutombo, C,14315000,2002
Gary Payton, PG,12926000,2002
Shawn Kemp, C,12770000,2002
Chris Webber, C,12750000,2002
Damon Stoudamire, PG,12375000,2002
Reggie Miller, SG,12045000,2002
Antonio McDyess, PF,11700000,2002
Antoine Walker, PF,11250000,2002
Shareef Abdur-Rahim, PF,11250000,2002
Allen Iverson, SG,11250000,2002
Latrell Sprewell, SG,11250000,2002
Vin Baker, PF,11250000,2002
Zydrunas Ilgauskas, C,11250000,2002
Anfernee Hardaway, SF,11250000,2002
Ray Allen, SG,11250000,2002
Kobe Bryant, SF,11250000,2002
Stephon Marbury, PG,11250000,2002
Antonio Davis, PF,11000000,2002
Tracy McGrady, SG,10865000,2002
Tim Duncan, C,10865000,2002
Jalen Rose, SG,10865000,2002
Keith Van Horn, PF,10865000,2002
Grant Hill, SF,10865000,2002
Michael Finley, SG,10625000,2002
Vlade Divac, C,10444000,2002
Tom Gugliotta, PF,10113000,2002
Eddie Jones, SG,10080000,2002
Brian Grant, PF,10009000,2002
Allan Houston, SG,10000000,2002
Tim Thomas, PF,9675000,2002
David Robinson, C,9500000,2002
Terrell Brandon, PG,9250000,2002
Nick Van Exel, PG,9093000,2002
Steve Smith, SG,9000000,2002
Glenn Robinson, SF,8990000,2002
Glen Rice, SF,8800000,2002
Derrick Coleman, PF,8710000,2002
Theo Ratliff, C,8593000,2002
Jason Kidd, PG,8440000,2002
Kenny Anderson, PG,8350000,2002
Matt Geiger, C,8142000,2002
Toni Kukoc, SF,8050000,2002
John Stockton, G,8000000,2002
Elden Campbell, C,7975000,2002
Clifford Robinson, PF,7656000,2002
Kerry Kittles, SG,7167000,2002
Dale Davis, PF,7010000,2002
Jamal Mashburn, SF,6975000,2002
Greg Ostertag, C,6933000,2002
Tyrone Hill, PF,6600000,2002
Bo Outlaw, PF,6555000,2002
Charles Oakley, PF,6545000,2002
Donyell Marshall, PF,6510000,2002
Alan Henderson, PF,6500000,2002
Derek Anderson, SG,6495000,2002
P.J. Brown, PF,6404000,2002
Jermaine O'Neal, C,6325000,2002
Austin Croshere, PF,6310000,2002
Wesley Person, SF,6300000,2002
Marcus Camby, C,6250000,2002
Erick Dampier, C,6235000,2002
Ron Mercer, SG,6066000,2002
Kelvin Cato, C,6048000,2002
Derrick McKey, F,6000000,2002
Steve Nash, PG,5750000,2002
Isaac Austin, C,5695000,2002
Jerry Stackhouse, SF,5500000,2002
Shandon Anderson, SF,5500000,2002
Lorenzen Wright, PF,5500000,2002
Nick Anderson, F,5401000,2002
Mookie Blaylock, G,5400000,2002
Chris Mills, SF,5400000,2002
Alvin Williams, PG,5350000,2002
Robert Horry, PF,5300000,2002
Eddie Robinson, SF,5205000,2002
Chris Childs, G,5200000,2002
Bryon Russell, SF,5142000,2002
Charlie Ward, PG,5110000,2002
Tariq Abdul-Wahad, SF,5062000,2002
Hakeem Olajuwon, C,5061000,2002
Jerome Williams, PF,5000000,2002
Doug Christie, SG,5000000,2002
Walt Williams, F,5000000,2002
Peja Stojakovic, SF,5000000,2002
Bob Sura, PG,4913000,2002
Jason Caffey, F,4812000,2002
Howard Eisley, PG,4781000,2002
Vitaly Potapenko, C,4762000,2002
Brent Barry, SG,4680000,2002
Michael Olowokandi, C,4662000,2002
Scott Williams, C,4650000,2002
Calvin Booth, C,4539000,2002
Anthony Mason, F,4538000,2002
Joe Smith, PF,4538000,2002
Ruben Patterson, PF,4538000,2002
Clarence Weatherspoon, PF,4538000,2002
Avery Johnson, PG,4538000,2002
Brevin Knight, PG,4500000,2002
Nazr Mohammed, C,4500000,2002
Ben Wallace, PF,4500000,2002
Eric Williams, PF,4448000,2002
Danny Fortson, C,4441000,2002
Christian Laettner, PF,4421000,2002
Jahidi White, C,4413000,2002
Kurt Thomas, PF,4413000,2002
Rashard Lewis, PF,4413000,2002
Cuttino Mobley, SG,4412000,2002
Brad Miller, C,4400000,2002
Adonal Foyle, C,4400000,2002
Scot Pollard, C,4344000,2002
Voshon Lenard, SG,4252000,2002
Mike Bibby, PG,4174000,2002
Shawn Bradley, C,4155000,2002
Darrel Armstrong, PG,4130000,2002
Corliss Williamson, PF,4000000,2002
Aaron McKie, SG,4000000,2002
Sam Cassell, PG,4000000,2002
Greg Anthony, G,3940000,2002
Elton Brand, PF,3882000,2002
Mark Jackson, PG,3860000,2002
Michael Stewart, PF,3840000,2002
Kenyon Martin, PF,3801000,2002
Rick Fox, SF,3791000,2002
Raef LaFrentz, C,3755000,2002
Lamond Murray, SF,3750000,2002
Eric Snow, PG,3750000,2002
Kwame Brown, C,3697000,2002
Brent Price, G,3680000,2002
Ervin Johnson, C,3670000,2002
Jud Buechler, G,3666000,2002
Tony Battie, C,3600000,2002
Travis Knight, C,3600000,2002
Moochie Norris, PG,3600000,2002
Zeljko Rebraca, C,3500000,2002
Steve Francis, PG,3473000,2002
Stromile Swift, PF,3401000,2002
Tracy Murray, SF,3400000,2002
Antawn Jamison, PF,3388000,2002
Tim Hardaway, G,3360000,2002
Chucky Atkins, PG,3300000,2002
Tyrone Nesby, F,3260000,2002
Travis Best, PG,3250000,2002
Anthony Carter, PG,3250000,2002
Marc Jackson, PF,3250000,2002
David Wesley, SG,3240000,2002
Dean Garrett, C,3240000,2002
Jon Barry, SG,3175000,2002
Walter McCarty, PF,3125000,2002
Baron Davis, PG,3119000,2002
Vince Carter, G,3073000,2002
Darius Miles, SF,3054000,2002
Evan Eschmeyer, C,3038000,2002
Jaren Jackson, G,3020000,2002
Derek Fisher, PG,3000000,2002
Eric Piatkowski, SG,3000000,2002
Antonio Daniels, PG,3000000,2002
LaPhonso Ellis, F,3000000,2002
Cedric Henderson, F,3000000,2002
Kevin Willis, C,3000000,2002
Lawrence Funderburke, PF,3000000,2002
Anthony Peeler, SG,2978000,2002
Pau Gasol, PF,2970000,2002
Andrew DeClercq, C,2900000,2002
Lamar Odom, PF,2812000,2002
Robert Traylor, PF,2793000,2002
Tyson Chandler, C,2756000,2002
Marcus Fizer, F,2754000,2002
Lindsey Hunter, SG,2700000,2002
Chris Whitney, PG,2666000,2002
John Wallace, SF,2630000,2002
Jason Williams, PG,2554000,2002
Jonathan Bender, SF,2546000,2002
Mikki Moore, C,2531000,2002
Chris Gatling, C,2504000,2002
Chris Crawford, SF,2500000,2002
Mike Miller, SG,2494000,2002
Eric Montross, C,2480000,2002
Othella Harrington, PF,2475000,2002
John Starks, G,2475000,2002
Randy Brown, G,2475000,2002
Bimbo Coles, PG,2475000,2002
Aaron Williams, C,2475000,2002
Tony Delk, PG,2475000,2002
Chauncey Billups, PG,2475000,2002
Bobby Jackson, PG,2475000,2002
Horace Grant, C,2419000,2002
Steve Kerr, G,2406000,2002
Rodney Rogers, SF,2400000,2002
Sean Rooks, C,2400000,2002
Terry Porter, G,2400000,2002
Calbert Cheaney, SG,2400000,2002
Michael Curry, SF,2400000,2002
George McCloud, F,2400000,2002
Stacey Augmon, SF,2400000,2002
Lucious Harris, SG,2400000,2002
George Lynch, SF,2400000,2002
Grant Long, F,2400000,2002
Hubert Davis, SG,2368000,2002
Larry Hughes, SG,2343000,2002
Wally Szczerbiak, SG,2313000,2002
Malik Rose, PF,2285000,2002
Vinny Del Negro, G,2275000,2002
DerMarr Johnson, SF,2265000,2002
Eddy Curry, NA,2232000,2002
Shane Battier, SF,2203000,2002
John Amaechi, PF,2175000,2002
Dirk Nowitzki, F,2157000,2002
Patrick Ewing, C,2118000,2002
Richard Hamilton, SG,2111000,2002
Dell Curry, G,2100000,2002
Chris Mihm, C,2067000,2002
Paul Pierce, SF,2051000,2002
Bonzi Wells, SG,2028000,2002
Jason Richardson, SG,2021000,2002
Eddie Griffin, PF,2011000,2002
Michael Doleac, C,2000000,2002
Bryant Stith, G,2000000,2002
Keon Clark, PF,1971000,2002
Michael Dickerson, G,1940000,2002
Andre Miller, PG,1934000,2002
Greg Foster, C,1924000,2002
Matt Harpring, SF,1908000,2002
Jamal Crawford, G,1894000,2002
DeSagana Diop, C,1842000,2002
Shawn Marion, SG,1778000,2002
Darvin Ham, SF,1760000,2002
Shammond Williams, PG,1750000,2002
Joel Przybilla, C,1741000,2002
Rasho Nesterovic, C,1725000,2002
Tyronn Lue, PG,1714000,2002
Rodney White, SF,1694000,2002
Jason Terry, G,1689000,2002
Keyon Dooling, PG,1654000,2002
Joe Johnson, G,1608000,2002
Trajan Langdon, SG,1604000,2002
Johnny Newman, F,1575000,2002
Jerome Moiso, C,1571000,2002
Pat Garrity, PF,1569000,2002
Kedrick Brown, SG,1528000,2002
Roshown McLeod, F,1509000,2002
Tony Massenburg, PF,1500000,2002
Danny Manning, F,1500000,2002
Dana Barros, PG,1500000,2002
Ricky Davis, SG,1496000,2002
Etan Thomas, C,1493000,2002
Brian Skinner, PF,1483000,2002
Corie Blount, PF,1452000,2002
